,Target,features
470,1.0,"(129.71378803253174, 69.41415991228416, 521166, 38434, 0.004433582229589945, 814.5975451543209, -0.7256272090409599, -0.4917075013257512, -1.2211395915737244, 1.260494178869092, 0.8128423213841632)"
471,0.0,"(142.09952449798584, 52.470091654115315, 528825, 59940, 0.001849644923574027, 820.5613336275189, -0.42995577241078176, 0.19650700299650065, -0.6613332559085956, -1.3382450936103172, -0.25538960343862294)"
472,0.0,"(98.34610748291016, 58.29639045207069, 525689, 46551, 0.0030484615653319264, 818.1246989501557, -0.9424249632499614, -0.7559030792542488, -2.2386929410750667, 4.101838351833229, -1.7131083098129467)"
473,1.0,"(127.41161251068115, 68.90860770317865, 522615, 37724, 0.004614835897977796, 815.7291736059016, -0.7209837570458264, -0.7063793508426861, -1.6267326005228773, -3.4112794546862717, -1.6908830004840114)"
474,1.0,"(110.19311618804932, 67.87776039054249, 522111, 29097, 0.007749546331381567, 815.3357418519199, -0.9940615572367771, -1.3214895547633303, -2.113974397176443, -4.311401440613098, -2.7148149973860236)"
475,1.0,"(129.43276596069336, 67.08005634462603, 521768, 28808, 0.007900618431833513, 815.0678810856041, -0.9856236033064887, -1.3075530732666443, -0.20131471362677458, -0.2430054363173713, -0.5551164357914653)"
476,1.0,"(106.26972961425781, 36.26523025256754, 533029, 63207, 0.0016766034142532138, 823.8164852020376, -0.5810145247765964, -0.47836048142011056, -0.0013436150797297717, -0.2121380401034692, -0.18057338884072574)"
477,1.0,"(108.02916717529297, 36.44555909887441, 533417, 48022, 0.002906673356354645, 824.1162649978438, -0.3580232379950006, -0.1805457630055318, -0.5891608462750955, 0.024596897522036365, -0.6641079647647631)"
478,1.0,"(108.52254104614258, 35.04144200398291, 532854, 49004, 0.0027883997292942374, 823.6812395400968, -0.7790678943472795, -1.1951537901732123, -1.3271143941666934, -2.8763895621649382, -1.327066960657364)"
479,1.0,"(160.121319770813, 60.599522013620415, 524793, 34440, 0.005559959293799003, 817.4271835461556, -0.938969822599938, -1.2934762339294201, -0.5318801225023584, -0.6708595879207903, -1.154911920643321)"
480,1.0,"(112.5487289428711, 31.633211662669176, 527632, 70155, 0.0013471741256348803, 819.6352404989084, -0.48127657755375763, 0.09177527471642159, 0.13465585101887081, -0.19867962802988323, 0.7752382991044777)"
481,0.0,"(116.42913436889648, 57.7459374036438, 528891, 30906, 0.006958096383540758, 820.6125371053778, -0.8524857505070611, -0.9730255683145367, -1.5241521215976395, -2.9351825990054228, -1.992071772494733)"
482,1.0,"(131.31594944000244, 63.27847547612286, 527138, 42263, 0.0037086303228844103, 819.2514553741141, -0.433087555931874, -0.054759425674772245, -1.061366092678127, -2.1358794401460925, -0.7937669696824707)"
483,1.0,"(122.66761589050293, 66.21307393485725, 520128, 32580, 0.006157691653567125, 813.7859288068397, -0.9291478809418092, -1.4148157025182084, -1.1664429871504944, -2.5809936695125963, -1.8023665857886124)"
484,1.0,"(162.28028774261475, 46.48056544583269, 529121, 46004, 0.00314176482330677, 820.790948506265, -0.777538084919148, -0.6690596376378621, -1.0983363678309488, -2.347022652260874, -1.1843493353751242)"
485,1.0,"(123.0763692855835, 66.95004842572664, 525567, 34201, 0.005646253116614922, 818.0297597323861, 0.6136192843218655, 1.561510781313195, 3.7802949484848023, -7.609652153971289, -5.645338759730028)"
486,0.0,"(162.91200256347656, 35.24440645654795, 537253, 55075, 0.0022257670128531643, 827.07421984221, -0.7255304210704275, -0.30300455717276065, -1.1403273946681496, 1.5115218793634138, -1.285547504216127)"
487,1.0,"(123.24282550811768, 65.73974111991642, 520372, 35526, 0.005181209596447199, 813.9767861388469, -1.0930118661463482, -1.3138957496991628, -1.3790206168555192, -3.301784340334285, 0.896969845178226)"
488,1.0,"(125.1144027709961, 66.873949133512, 524714, 43859, 0.003427796769021338, 817.3656553074433, -0.6996825438580319, -0.9780102578347013, -1.6032641935081433, -2.987243510391559, -2.0921287927658696)"
489,0.0,"(129.16401386260986, 65.8600954406496, 524891, 40625, 0.003996614339797041, 817.5035032803128, -0.6982480967183746, -0.8032613765918816, -0.8717166954149365, 2.048183386818154, 1.1523598231853533)"
490,0.0,"(114.54382610321045, 61.787315429586386, 528156, 26150, 0.009705740946221399, 820.0421361059105, -0.7331009229012169, -1.3093905966287087, -1.851921239846411, -3.73405833169948, -2.4989538998882246)"
491,1.0,"(100.62062072753906, 68.30337294443802, 513827, 38126, 0.00444205875134124, 808.8416752075987, 0.41977072930563497, 1.1813234351499673, 1.8851449545224703, 3.9486567812145847, 2.6224337598767598)"
492,0.0,"(131.2546033859253, 49.64803247922644, 534856, 46250, 0.0031421235804534415, 825.227126274258, -0.1237419337079074, 2.0500202305503814, -0.029932017657062066, -0.011786303946134334, -0.9972941336003575)"
493,1.0,"(126.86495208740234, 68.55816106801029, 524944, 34957, 0.005398269113809908, 817.5447752701103, 0.5819293397037348, 1.499437214001109, 3.67525453640062, -7.088297148586358, -4.466260065822828)"
494,1.0,"(138.0828094482422, 58.01131662174038, 523665, 38643, 0.004406783779558221, 816.5482142493112, -0.6914690690070001, -0.4351931683896761, -0.9541893750325022, -1.8254856680508442, 0.7665035387298318)"
495,0.0,"(116.23538494110107, 47.344128391521025, 535464, 31066, 0.006972194053799971, 825.6960334057983, -0.9489963157696729, -1.6659278370852149, -0.8556725283192335, -1.6412575821404218, 1.391903890367643)"
496,0.0,"(155.10675621032715, 51.846123745044416, 528704, 47786, 0.0029095183638270946, 820.4674522853783, -0.6797763566229956, 0.3533277038229051, 0.020081315880456113, -0.27553995224951955, -1.7550239020769711)"
497,1.0,"(98.84085083007812, 70.1336216594588, 509810, 34138, 0.005497206683893345, 805.6737877711012, -0.8230393816455204, -1.0109218451126416, -0.9350240563646472, 1.6928921079395134, 1.3996965320099957)"
498,0.0,"(113.0906457901001, 43.843626333031565, 531580, 46505, 0.0030887246881641513, 822.6959810223444, -0.7388481086952932, -1.2692280811329686, -1.3930050782770715, -2.7481815362592417, -1.9987348206819555)"
499,0.0,"(133.2318353652954, 50.63738591375721, 530942, 19795, 0.017027305702416905, 822.202134733775, -0.9574792079902757, -1.8095659191457256, -2.5429650044604877, -5.047671083506189, -3.42136581505663)"
500,0.0,"(133.18291759490967, 56.42152383848998, 530459, 66102, 0.0015255712182728584, 821.8280694042213, -0.2910640378689449, -0.2980607509457025, -0.06830824166616305, 0.0769182833351138, -0.21638730410696846)"
501,0.0,"(108.99355411529541, 59.804853306753586, 526185, 55734, 0.002128667850219358, 818.510567950391, 0.5690787140671776, 1.7078190146650791, 2.827871451120898, -5.692322192481177, -4.666263949328402)"
502,0.0,"(174.04530334472656, 35.729182069571905, 536586, 46452, 0.003124930527233283, 826.560653764297, -0.9467093365416515, -0.9376277867876327, -1.389705872954194, 2.794755737856028, -1.54753270603574)"
503,1.0,"(133.33595085144043, 61.59465333996001, 524069, 37606, 0.004656762097382033, 816.8631311118233, -0.5085060103730408, -0.11409330957722069, -0.66107847987775, 1.2460018299825433, -0.4279419391733029)"
504,1.0,"(112.69809913635254, 74.04505670219079, 515789, 33670, 0.005717362214672823, 810.3844467531474, -0.8002835546524806, -1.2065729064815047, -1.7444681405102525, -3.642154347280553, -2.29960992439119)"
505,1.0,"(167.22609901428223, 37.075239619749404, 522742, 56442, 0.0020620180868050494, 815.8282822346553, -0.4508708668305819, 0.0335346157092286, -1.0563527820543603, -2.209360591815128, -1.0342251143181709)"
506,0.0,"(112.35421085357666, 56.59737523287295, 525237, 36096, 0.0050657881085376145, 817.7729017019717, -0.9142623873579804, -1.4257232799323878, -2.4184469880786015, -4.903049722125852, -3.1313076692704)"
507,1.0,"(131.37049007415771, 63.51085607906569, 527882, 40053, 0.004135010495564671, 819.8293952731185, -0.8217585887777872, -0.3845809967653624, -1.100229196100631, -2.516771171788334, -1.183485957973441)"
508,0.0,"(127.31051826477051, 66.39363890069657, 525774, 57417, 0.0020041396293802973, 818.1908386150418, -0.567841514474493, -0.03130021899231326, -0.44621247779195233, 0.6088732993032744, 0.12550153977237288)"
509,0.0,"(156.70765495300293, 39.3099113399893, 528828, 38196, 0.004555001627468861, 820.5636611276462, -0.6972169212207859, -0.09681434472357624, -0.885123683537598, 1.163108350023766, 0.7150101988225712)"
510,0.0,"(147.72080421447754, 53.773416228585205, 534352, 36701, 0.0049851876194548905, 824.8382248709887, -0.8819391506040705, -1.3956204205080924, -1.1034356540106685, -1.4849672191055845, -1.7358913910820266)"
511,0.0,"(135.48003101348877, 55.913813053266175, 529457, 62025, 0.0017294460256980578, 821.0515146060234, -0.27280750611068244, -0.25845053440554944, -1.0829023331910217, -2.2556266221907455, -1.1589669460363794)"
512,0.0,"(104.76523494720459, 53.78750165390775, 525535, 55731, 0.002126267187442785, 818.0048558183464, -0.6963080470510913, -0.9781852057788368, -0.8191251668258199, -1.7932979537891112, -1.2604977759182685)"
513,1.0,"(139.0734224319458, 55.06487060605435, 523605, 42575, 0.0036299808658101724, 816.5014340593989, 0.6476260828770002, 1.7428842591174076, 4.040989415755976, 8.227492964845496, 4.912499144731966)"
514,0.0,"(106.51314067840576, 46.264729777453574, 525925, 75251, 0.0011671028470257535, 818.308320601007, 0.039967292760419465, 0.5342907859579977, 0.845799592173542, 2.664495032771535, -1.8589224014808858)"
515,1.0,"(119.1833267211914, 64.29153876881298, 524756, 34770, 0.005454537044502447, 817.398367099571, -0.513353890065431, -0.26447959058116555, -1.4266635823918352, -2.42307066665719, -1.558894081694972)"
516,1.0,"(134.0019874572754, 76.29598872799842, 525435, 28474, 0.008143890038193597, 817.9270261997217, -0.6366776966739379, -0.6748480402160939, -1.4608993557913852, -3.0419127764357112, -1.767388404428807)"
517,0.0,"(134.57805824279785, 54.2209430080266, 528549, 61141, 0.0017767652197445702, 820.3471753655434, 0.4616290091661398, 1.3659275686784478, 2.386178437477478, 5.649141219758204, 3.4983622902130245)"
518,0.0,"(114.87244892120361, 44.883063773182286, 531192, 33609, 0.005909492807064951, 822.3956835045772, -0.837840644736817, -1.0983985439490354, -0.6807262965371386, -1.4464185635795606, -0.6333393282339138)"
519,1.0,"(113.37394905090332, 67.66694277758451, 516991, 33314, 0.005853818919981841, 811.3281613947445, 0.607558283077654, 1.5238191573895, 3.8663907064434224, -9.20315835203883, -5.1346497951485235)"
520,1.0,"(153.407377243042, 64.18891591897894, 524412, 32807, 0.006122791177955493, 817.1304033834846, -0.7781052631800396, -1.013627668055046, -1.2175013275857163, -1.1427427490335496, -1.684507952378967)"
521,0.0,"(116.34939384460449, 70.78926808312782, 517359, 74155, 0.0011822817725515575, 811.6168662765942, -0.29951649717201945, 0.3293021905115947, -0.8460031504236781, -1.400722016717129, -0.07013296156574934)"
522,1.0,"(164.19060897827148, 59.05688203898516, 531249, 27879, 0.008589217610074659, 822.4398062478558, -0.9225796937390873, -1.36461018739579, -1.601726321608359, -3.310115809519231, -2.282349063467543)"
523,1.0,"(111.4341630935669, 71.5723339999932, 527742, 36631, 0.00494235541390781, 819.7206742650964, -0.855650684721865, -1.3751795889416143, -0.4329853072836368, 0.5360531453256108, -0.7591597964688536)"
524,1.0,"(128.30131340026855, 75.00624492097054, 529267, 26671, 0.009349880961097087, 820.9041808416774, -0.9129525484677542, -1.4587701997723472, -2.513192218131301, -5.140974536519798, -3.2275587163010004)"
525,1.0,"(110.49061298370361, 30.532607449228745, 525246, 58997, 0.0018963249588274053, 817.7799079911204, -0.7198476567868777, -0.43049708998297526, -0.47712392482503085, -0.8120466480033586, -0.02688407257068406)"
526,1.0,"(115.26591300964355, 69.64806798455375, 525453, 34587, 0.0055197314945744655, 817.941036077617, 0.6101099474719418, 1.5706612831922355, 3.8467224342033317, 8.01608224550412, -5.168920185549468)"
527,1.0,"(106.64369010925293, 36.411161194106505, 525458, 54855, 0.0021943981765202574, 817.9449276677796, -0.6517106313986006, -0.8745627499861048, -0.41288353585960563, 0.9479088385174624, 0.609626609032073)"
528,1.0,"(112.92528343200684, 70.3137169915281, 515853, 37126, 0.004703049003661723, 810.4347221524187, -0.5880653436911982, -0.5575814256286487, -0.605078426159305, 1.2132067997465557, 0.43739272092143594)"
529,0.0,"(100.2503252029419, 57.93304871010926, 515290, 70817, 0.0012911792217473732, 809.9923487333581, -0.5660550621258106, -1.024598252262108, -1.1918072984932857, -2.5177402731578105, -1.5369426963051487)"
530,1.0,"(107.28906440734863, 76.24154584227452, 519441, 34462, 0.005496232980135968, 813.2483153113676, -0.09003078274989419, 0.24482553889081254, -0.8804678733208476, -1.8246572940679568, -0.745304273670351)"
531,1.0,"(123.50916576385498, 70.39397102833935, 518953, 37663, 0.004597355316308103, 812.8662137516524, 0.5491777972780286, 1.3408330004792965, 3.1076715996024853, 5.987792194352648, 3.7889074236843685)"
532,0.0,"(150.4046220779419, 57.572002303023204, 531147, 31787, 0.006605801405132667, 822.3608480876552, -0.896534038821919, -1.375489899062527, -0.11746509875147695, -0.2705469345434778, 0.7722457934153051)"
533,0.0,"(110.82977485656738, 49.01418104913626, 530495, 60858, 0.0017999307945025236, 821.8559559218879, -0.21978048730532287, 0.05686470597188175, -0.7907780965198443, -1.6004545889988768, -0.7452005382135889)"
534,1.0,"(160.2203245162964, 67.84025153607156, 519620, 33653, 0.005765648357547509, 813.3884264207877, -0.6979336013838516, -0.003271371988897732, -1.1087032603375264, 1.7968448542386026, 1.0270927034522381)"
535,0.0,"(115.8550500869751, 49.21354272736958, 528498, 72519, 0.0012628436902153586, 820.3075965230628, -0.40240195866968975, -0.5375385296335938, -0.44074073635228667, -0.9511779445685046, -0.6596469228313172)"
536,1.0,"(113.16017055511475, 71.32067518118917, 513715, 38645, 0.004322604364760467, 808.7535179049449, -0.8671533212640954, -1.0004900690044, -0.5113314372285795, -0.2772973445543485, 0.9223394249091937)"
537,0.0,"(103.42251205444336, 47.31275714063059, 535351, 76918, 0.0011370839137592363, 825.6089046961122, -0.5053831039286814, -0.7241485878535967, -0.44412294360855714, -0.47846155428046444, -0.8025957575275771)"
538,1.0,"(134.5110569000244, 70.12353401083982, 530693, 31797, 0.006596004290475749, 822.0093148584983, -0.7805205271507483, -1.077274860504755, -1.3541210896067064, -2.9419120245647594, -1.7483890954433747)"
539,1.0,"(131.21013355255127, 64.97162503252545, 525971, 37985, 0.004580864039276645, 818.3441064637163, -0.7448663737123348, -0.7766818707736055, -0.35148094268620145, 1.1950362760262347, 0.7390817545564734)"
540,0.0,"(133.39768505096436, 43.85297646529048, 529677, 54267, 0.00226021291494108, 821.2220785735651, -0.7337690399039141, -0.7616966623368633, -0.29142985272662025, -1.0094902292404135, -0.21449664065269258)"
541,0.0,"(127.54405117034912, 66.79938629771034, 520926, 33426, 0.005858913422136529, 814.4099600819659, -0.8227156721411597, -1.0362550428424004, -1.5723746421076268, -2.8405177599423017, -1.3909387183241777)"
542,1.0,"(48.33035755157471, 69.05632261718905, 263398, 39974, 0.0020714150187771756, 579.1103086667965, 0.77305458882147, 3.2161177537736116, 5.315813256086062, 10.19566897258007, 7.02539391831697)"
543,0.0,"(148.2344045639038, 56.459720942873396, 534470, 51905, 0.0024929571078194917, 824.9292936213396, -0.9976228577733627, -1.875539225127406, -2.4251464185390943, -4.9722315915877235, -3.2985426527561654)"
544,0.0,"(139.0997486114502, 57.3439138042697, 523641, 51539, 0.0024772596681589976, 816.529502494959, 0.6016526952570087, 1.6756076733613443, 3.4833328227166307, -7.4106651077174845, -4.482682524573538)"
545,0.0,"(108.93119525909424, 46.50073798367576, 526511, 47995, 0.0028722703891132274, 818.7640844211812, -0.9872987948007409, -1.888171327968926, -2.5647408638444196, -5.222883386604671, -3.4757525692673408)"
546,1.0,"(119.64214038848877, 63.82867188375704, 527844, 40620, 0.004020088511482777, 819.7998867108895, -0.5842803552560388, 0.5564188485432435, -1.092551011227284, 1.8450554626893716, 0.7577981018192282)"
547,1.0,"(105.51307773590088, 39.55655453938869, 533905, 51836, 0.002496956000843648, 824.4931528714033, -0.6221741129646374, -0.9169473092451259, -0.661438825151379, -1.4452981538894984, -0.9915385768220226)"
548,0.0,"(148.63777828216553, 57.12994240708479, 527906, 42921, 0.0036010304881824383, 819.8480317125612, -0.7582677619175091, -1.0814505357076902, -1.1574022132429587, 2.334070888779835, -1.6948027607686496)"
549,0.0,"(98.34261131286621, 66.7507881197705, 510695, 33458, 0.005732862377242579, 806.3727855641731, -1.0031507920392886, -1.744610861071077, -2.932507739495616, -5.99599060725069, -3.724872141485723)"
